	err:EOF while parsing a value at line 1 column 0
302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303132313235323334383135323536323539	ok:1.212523481525626e-169
312e32313235323334383135323536323539652d313639	ok:1.212523481525626e-169
37353830353630352e323939653230	ok:7.5805605299e+27
2d302e30303030303030303030303030303030303030303030303037313030353332313634313132313033	ok:-7.100532164112102e-25
2d372e313030353332313634313132313033652d3235	ok:-7.100532164112102e-25
35353830313239392e393331653236	ok:5.5801299931e+33
302e30303030303030303030303030303030303030303236303732343933393433363135363036	ok:2.607249394361561e-21
322e36303732343933393433363135363036652d3231	ok:2.607249394361561e-21
35333536353735302e393936652d3131	ok:0.00053565750996
302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303036333737343630303533363530313936	ok:6.377460053650196e-307
362e333737343630303533363530313936652d333037	ok:6.377460053650196e-307
33353333393439382e313438652d3131	ok:0.00035339498148
2d3233373135353132393839383737333030303030303030303030303030303030303030303030	ok:-2.37155129898773e+37
2d322e3337313535313239383938373733653337	ok:-2.37155129898773e+37
33323430343830332e333334653239	ok:3.2404803334e+36
32323139333134363836343231323339343030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:2.219314686421239e+201
322e3231393331343638363432313233393465323031	ok:2.219314686421239e+201
33343134383436372e313731653132	ok:3.4148467171e+19
31363838353932343939323738383739303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:1.688592499278879e+228
312e36383835393234393932373838373965323238	ok:1.688592499278879e+228
31303535393433322e373938653134	ok:1.0559432798e+21
35323536303131383139383834323731303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:5.256011819884271e+219
352e32353630313138313938383432373165323139	ok:5.256011819884271e+219
38323530393130322e333337652d36	ok:82.509102337
2d302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303036313038393531373432303136333336	ok:-6.108951742016336e-53
2d362e313038393531373432303136333336652d3533	ok:-6.108951742016336e-53
38383038363631362e3831336539	ok:8.8086616813e+16
302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303036333531343637373938323835363638	ok:6.351467798285669e-289
362e333531343637373938323835363638652d323839	ok:6.351467798285669e-289
34303331343536322e333932652d3236	ok:4.0314562392000004e-19
2d302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303034393434353135323232363334303735	ok:-4.944515222634075e-128
2d342e393434353135323232363334303735652d313238	ok:-4.944515222634075e-128
36393833323930322e313138652d31	ok:6983290.2118
2d333732363532323435393633303337363030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-3.7265224596303763e+239
2d332e37323635323234353936333033373665323339	ok:-3.726522459630376e+239
35373534383234352e393239652d35	ok:575.48245929
302e3030303030303030303031323633343632383936333932313535	ok:1.2634628963921549e-11
312e323633343632383936333932313535652d3131	ok:1.2634628963921549e-11
35363438393031322e3635336538	ok:5648901265300000.0
31393630333131303032313938313538363030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:1.9603110021981586e+105
312e3936303331313030323139383135383665313035	ok:1.9603110021981583e+105
32303030343432382e353237653233	ok:2.0004428527e+30
3138313630353933333837393637383638303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:1.8160593387967868e+244
312e3831363035393333383739363738363865323434	ok:1.8160593387967868e+244
33343030343532302e373137653239	ok:3.4004520717e+36
2d302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030363138303631373439373738353933	ok:-6.18061749778593e-138
2d362e3138303631373439373738353933652d313338	ok:-6.18061749778593e-138
37353733363932312e343539653130	ok:7.5736921459e+17
36353232353631333332353332303530303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:6.52256133253205e+153
362e353232353631333332353332303565313533	ok:6.5225613325320505e+153
38323730353532362e373533652d3136	ok:8.2705526753e-9
313439303331333732323335323036343330303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:1.4903137223520643e+197
312e3439303331333732323335323036343365313937	ok:1.4903137223520643e+197
34373137363331302e393237653237	ok:4.7176310927e+34
33343730343634383931323531373039363030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:3.470464891251709e+165
332e3437303436343839313235313730393665313635	ok:3.4704648912517096e+165
363936303031362e393331652d34	ok:696.0016931
2d302e303030303030343532323437373735313533353832	ok:-4.52247775153582e-7
2d342e3532323437373735313533353832652d37	ok:-4.52247775153582e-7
39343133323430352e353737652d3133	ok:9.4132405577e-6
2d31303337303834383336303031303631303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-1.037084836001061e+114
2d312e30333730383438333630303130363165313134	ok:-1.0370848360010609e+114
33363438313637382e343138653133	ok:3.6481678418e+20
32383735343639303832383537363932343030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:2.875469082857692e+228
322e3837353436393038323835373639323465323238	ok:2.875469082857692e+228
33323032363330382e343635652d3238	ok:3.2026308465e-21
3131313433333538383939333539363337303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:1.1143358899359637e+130
312e3131343333353838393933353936333765313330	ok:1.1143358899359637e+130
38393238323036392e333937652d3133	ok:8.9282069397e-6
302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303435343839303135353035373835333936	ok:4.548901550578539e-79
342e35343839303135353035373835333936652d3739	ok:4.548901550578539e-79
36333230373931392e363034652d3230	ok:6.320791960400001e-13
2d302e303030303030303030303030303030303030303030303331323536343239323931393234383534	ok:-3.125642929192486e-23
2d332e31323536343239323931393234383534652d3233	ok:-3.125642929192486e-23
37313333323933322e3138336531	ok:713329321.83
2d3837313434353336393137323135353830303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-8.714453691721558e+91
2d382e373134343533363931373231353538653931	ok:-8.714453691721559e+91
34333331313335332e313237652d3236	ok:4.3311353127000003e-19
302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303038303736353638383337313135363236	ok:8.076568837115626e-225
382e303736353638383337313135363236652d323235	ok:8.076568837115626e-225
31363437303434382e343238653235	ok:1.6470448428e+32
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303037303438373239303231313836323739	ok:-7.048729021186279e-48
2d372e303438373239303231313836323739652d3438	ok:-7.048729021186279e-48
38363436313132392e393330653132	ok:8.646112993e+19
2d302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303231333338313133343134333135343633	ok:-2.1338113414315466e-58
2d322e31333338313133343134333135343633652d3538	ok:-2.1338113414315466e-58
33343333343430342e373439652d3234	ok:3.4334404749e-17
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303131333137303639353939383534373338	ok:-1.1317069599854738e-113
2d312e31333137303639353939383534373338652d313133	ok:-1.1317069599854738e-113
39393033333235382e3835652d3330	ok:9.903325885e-23
2d35373336343235303333373737303834303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-5.736425033777085e+174
2d352e37333634323530333337373730383465313734	ok:-5.736425033777084e+174
32323535343939382e343438653137	ok:2.2554998448e+24
3933363733393239313432363936303830303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:9.36739291426961e+124
392e33363733393239313432363936303865313234	ok:9.367392914269608e+124
33303836353432322e373134652d37	ok:3.0865422714
3131363938333834313030373430333134303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:1.1698384100740314e+295
312e3136393833383431303037343033313465323935	ok:1.1698384100740314e+295
36323030323336372e35653230	ok:6.20023675e+27
302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303037313736353034323036313037303831	ok:7.176504206107081e-167
372e313736353034323036313037303831652d313637	ok:7.176504206107081e-167
36373431353732392e323335652d3235	ok:6.7415729235e-18
302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303034393338393633383033363631383239	ok:4.938963803661829e-162
342e393338393633383033363631383239652d313632	ok:4.938963803661829e-162
36383431333939392e313133652d3233	ok:6.8413999113e-16
2d302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303036333738333335383138353637303537	ok:-6.378335818567057e-151
2d362e333738333335383138353637303537652d313531	ok:-6.378335818567057e-151
38343433363636342e323232652d3130	ok:0.0084436664222
3231363035333930323333383239393830303030303030303030303030303030303030303030303030303030303030	ok:2.160539023382998e+46
322e313630353339303233333832393938653436	ok:2.160539023382998e+46
31333337323037342e373530652d3130	ok:0.001337207475
302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303033323930393630323137303335333836	ok:3.2909602170353865e-172
332e323930393630323137303335333836652d313732	ok:3.2909602170353865e-172
35353233373931362e3839652d3130	ok:0.005523791689
302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303334313136303732363335363634343338	ok:3.411607263566444e-199
332e34313136303732363335363634343338652d313939	ok:3.411607263566444e-199
33353532323037392e363337653239	ok:3.5522079637000003e+36
32313437343239373734313337303633363030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:2.1474297741370638e+192
322e3134373432393737343133373036333665313932	ok:2.1474297741370636e+192
31383731313135332e363035653232	ok:1.8711153605e+29
302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303036313932373935353837383133353638	ok:6.192795587813568e-229
362e313932373935353837383133353638652d323239	ok:6.192795587813568e-229
37323438313234362e313137653234	ok:7.2481246117e+31
2d302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303036323634313736363936323031363538	ok:-6.264176696201658e-202
2d362e323634313736363936323031363538652d323032	ok:-6.264176696201658e-202
32383935393636332e343435652d3133	ok:2.8959663445e-6
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030343836393337363935373237313938	ok:-4.869376957271979e-268
2d342e3836393337363935373237313938652d323638	ok:-4.869376957271979e-268
37383437343430392e353132653137	ok:7.8474409512e+24
2d313034373437313737383035393033373730303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-1.0474717780590377e+176
2d312e3034373437313737383035393033373765313736	ok:-1.0474717780590377e+176
36383930383639322e3530376534	ok:689086925070.0
2d37323833352e3432373532323032313433	ok:-72835.42752202143
2d372e3238333534323735323230323134336534	ok:-72835.42752202143
32393731383033332e343530653232	ok:2.971803345e+29
302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303139363334383338383532333639383333	ok:1.9634838852369833e-299
312e39363334383338383532333639383333652d323939	ok:1.9634838852369833e-299
38363132393730372e393332652d3235	ok:8.6129707932e-18
2d3134393231303837303439313230353436303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-1.4921087049120546e+181
2d312e3439323130383730343931323035343665313831	ok:-1.4921087049120544e+181
36383036333636312e383136652d3236	ok:6.806366181600001e-19
302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303031303938313238313138353735393639	ok:1.0981281185759692e-235
312e303938313238313138353735393639652d323335	ok:1.0981281185759692e-235
33353831343132362e393036652d3137	ok:3.5814126906e-10
302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303037353430363534373931323831303636	ok:7.540654791281066e-224
372e353430363534373931323831303636652d323234	ok:7.540654791281066e-224
36323636323239342e373335652d3133	ok:6.2662294735e-6
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303135333639343739303238363830393638	ok:-1.536947902868097e-89
2d312e35333639343739303238363830393638652d3839	ok:-1.536947902868097e-89
39333437343633312e383130652d3135	ok:9.347463181e-8
313036393834393938393935383132383030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:1.0698499899581279e+200
312e30363938343939383939353831323865323030	ok:1.0698499899581279e+200
32363732353633382e393938653132	ok:2.6725638998e+19
3532343437393839353739353439373730303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:5.244798957954977e+214
352e32343437393839353739353439373765323134	ok:5.244798957954978e+214
38313837363138372e383134652d3136	ok:8.1876187814e-9
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303038303933333037393730363534383239	ok:-8.093307970654829e-63
2d382e303933333037393730363534383239652d3633	ok:-8.093307970654829e-63
36343238373832382e3434652d3238	ok:6.428782844e-21
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303230353935393334303637323032303435	ok:-2.0595934067202045e-266
2d322e30353935393334303637323032303435652d323636	ok:-2.0595934067202045e-266
38343633303734372e353338652d33	ok:84630.747538
2d302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303133333632383938373937363439383538	ok:-1.3362898797649858e-154
2d312e33333632383938373937363439383538652d313534	ok:-1.3362898797649858e-154
34313431353636362e373833652d34	ok:4141.5666783
2d343231353135343430383830323232343030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-4.215154408802224e+260
2d342e32313531353434303838303232323465323630	ok:-4.215154408802224e+260
32343339303538322e3730653130	ok:2.43905827e+17
302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303136373135383939313439363439333038	ok:1.6715899149649308e-53
312e36373135383939313439363439333038652d3533	ok:1.6715899149649308e-53
39343435333439302e343932652d3130	ok:0.0094453490492
2d302e3030303030303030303030303030303030303030303030303030303030303030303033343538313136313631383031303338	ok:-3.4581161618010377e-35
2d332e343538313136313631383031303338652d3335	ok:-3.4581161618010377e-35
37323439363637362e353035652d3232	ok:7.2496676505e-15
2d33343431383532383035343535363138363030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-3.4418528054556186e+144
2d332e3434313835323830353435353631383665313434	ok:-3.4418528054556186e+144
35373036383432312e363331652d3230	ok:5.7068421631e-13
302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303036323434393537333633303333363932	ok:6.244957363033692e-131
362e323434393537333633303333363932652d313331	ok:6.244957363033692e-131
37303832303432352e353731653232	ok:7.0820425571e+29
2d36393438353133353136383134373036303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-6.948513516814706e+168
2d362e39343835313335313638313437303665313638	ok:-6.948513516814706e+168
333139373434392e333635653136	ok:3.197449365e+22
2d32323632333931333733322e3138333238	ok:-22623913732.18328
2d322e323632333931333733323138333238653130	ok:-22623913732.18328
36343034363139312e313237652d31	ok:6404619.1127
3637343533343439363038303930383930303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:6.745344960809089e+208
362e37343533343439363038303930383965323038	ok:6.745344960809089e+208
33343338323831392e333832653235	ok:3.4382819382e+32
2d3533313031383136333939373939393535303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-5.310181639979995e+268
2d352e3331303138313633393937393939353565323638	ok:-5.3101816399799955e+268
36363731353037382e323438653231	ok:6.6715078248e+28
302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303032303037363236343631323234353934	ok:2.007626461224594e-111
322e303037363236343631323234353934652d313131	ok:2.007626461224594e-111
31353531363034312e3539356534	ok:155160415950.0
302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303230323933333033363538383038323733	ok:2.0293303658808273e-146
322e30323933333033363538383038323733652d313436	ok:2.0293303658808273e-146
333436323236322e353438653131	ok:3.462262548e+17
2d3136393433353337313931393230393432303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-1.6943537191920942e+253
2d312e3639343335333731393139323039343265323533	ok:-1.6943537191920942e+253
32303936393333382e313536652d32	ok:209693.38156
302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303236343439313530363031383931353634	ok:2.6449150601891564e-188
322e36343439313530363031383931353634652d313838	ok:2.6449150601891564e-188
36303335383931312e373136652d3231	ok:6.0358911716e-14
302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303331363630373934373937393136363735	ok:3.166079479791668e-170
332e31363630373934373937393136363735652d313730	ok:3.166079479791668e-170
35363731333739322e383033653232	ok:5.6713792803e+29
302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303031343433363431313634393838303339	ok:1.443641164988039e-177
312e343433363431313634393838303339652d313737	ok:1.443641164988039e-177
39323137303538392e343537653234	ok:9.2170589457e+31
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303036383633383633323831313733323732	ok:-6.863863281173271e-279
2d362e383633383633323831313733323732652d323739	ok:-6.863863281173271e-279
38353837353335312e343436652d3232	ok:8.5875351446e-15
3133323436363839333439363236313630303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:1.3246689349626159e+157
312e33323436363839333439363236313665313537	ok:1.324668934962616e+157
33363233383936362e393830652d3235	ok:3.623896698e-18
2d302e3030303030303030303030303030303030303030303030303030303030303132393835333533333539353238393038	ok:-1.2985353359528908e-31
2d312e32393835333533333539353238393038652d3331	ok:-1.2985353359528908e-31
39373832393738382e363231652d3138	ok:9.7829788621e-11
302e30303030303030303030303030303030303030303030303030303030303030303030303031383031343235363436333631313739	ok:1.801425646361179e-37
312e383031343235363436333631313739652d3337	ok:1.801425646361179e-37
33343336353139312e393436652d3132	ok:0.000034365191946
2d302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303035373734303331383231383437303737	ok:-5.774031821847077e-160
2d352e373734303331383231383437303737652d313630	ok:-5.774031821847077e-160
34393438383632312e39346539	ok:4.948862194e+16
